59.0483470000000,4.627259328081762E-011
60.0561720000000,2.457793255968569E-018
73.0639970000000,4.109139523906491E-010
74.0242020000000,1.670715899778063E-011
86.0718220000000,6.114673830634090E-009
87.0796470000000,9.666573796844380E-016
88.0398520000000,6.716898763670096E-020
89.0476770000000,4.515584046340204E-016
101.095297000000,4.861907756866039E-012
102.055502000000,1.003977583101808E-010
115.063327000000,1.419414743542556E-025
116.071152000000,2.826237736336769E-006
129.114021000000,9.522023111636542E-009
130.121846000000,8.599925419133004E-016
131.129671000000,6381.54083903224
132.089876000000,1.260457296204484E-008
157.108935000000,9.285607292243203E-005
158.092950000000,49.4590932789845
159.100775000000,8.525276101185766E-018
173.103849000000,1.544753777971807E-012
174.111674000000,3.615191812487817E-028
175.119499000000,10000.0000000000
